2025-04-01 12:08:22 | 10 | LR0.0003 | loss44.4838 | gradNorm0.9999 | logitMin-34.5793 | logitMax-3.2770 | memoryGate0.3333 | scheduledSampling0.0 | tokenCount3.0 | Training
2025-04-01 12:08:50 | 20 | LR0.0003 | loss48.7268 | gradNorm1.0000 | tokenCount3.0 | logitMin-18.0944 | logitMax11.3677 | memoryGate0.3333 | Training
2025-04-02 04:46:10 | 200 | LR0.0003 | loss30.1311 | gradNorm0.9999 | tokenCount3.0 | logitMin-25.3766 | logitMax19.8246 | memoryGate0.3333 | Training
2025-04-02 04:51:04 | 300 | LR0.0003 | loss28.7628 | gradNorm1.0000 | tokenCount3.0 | logitMin-20.4426 | logitMax3.8532 | memoryGate0.3333 | Training
2025-04-02 04:56:08 | 400 | LR0.0003 | loss24.3401 | gradNorm1.0000 | tokenCount3.0 | logitMin-19.3135 | logitMax3.4134 | memoryGate0.3333 | Training
2025-04-02 05:01:09 | 500 | LR0.0003 | loss23.8668 | gradNorm1.0000 | tokenCount3.0 | logitMin-15.3514 | logitMax2.9035 | memoryGate0.3333 | Training
2025-04-02 05:06:09 | 600 | LR0.0003 | loss25.9110 | gradNorm0.9999 | tokenCount3.0 | logitMin-16.7868 | logitMax2.0901 | memoryGate0.3333 | Training
2025-04-02 05:11:08 | 700 | LR0.0003 | loss26.0816 | gradNorm0.9999 | tokenCount3.0 | logitMin-14.5229 | logitMax3.3887 | memoryGate0.3333 | Training
2025-04-02 05:16:07 | 800 | LR0.0003 | loss32.7030 | gradNorm0.9999 | tokenCount3.0 | logitMin-20.1031 | logitMax2.7051 | memoryGate0.3333 | Training
2025-04-02 05:20:58 | 900 | LR0.0003 | loss24.0259 | gradNorm1.0000 | tokenCount3.0 | logitMin-20.3644 | logitMax-0.4079 | memoryGate0.3333 | Training
2025-04-02 05:25:47 | 1000 | LR0.0003 | loss22.7222 | gradNorm0.9999 | tokenCount3.0 | logitMin-18.3749 | logitMax-0.7091 | memoryGate0.3333 | Training
2025-04-02 05:30:37 | 1100 | LR0.0003 | loss25.8630 | gradNorm1.0000 | tokenCount3.0 | logitMin-19.9554 | logitMax-0.0717 | memoryGate0.3333 | Training
2025-04-02 05:35:26 | 1200 | LR0.0003 | loss26.7364 | gradNorm0.9999 | tokenCount3.0 | logitMin-17.2441 | logitMax-0.9850 | memoryGate0.3333 | Training
2025-04-02 05:40:21 | 1300 | LR0.0003 | loss25.6425 | gradNorm1.0000 | tokenCount3.0 | logitMin-21.9513 | logitMax-5.6702 | memoryGate0.3333 | Training
2025-04-02 05:45:10 | 1400 | LR0.0003 | loss31.2678 | gradNorm1.0000 | tokenCount3.0 | logitMin-22.7938 | logitMax-6.8314 | memoryGate0.3333 | Training
2025-04-02 05:50:01 | 1500 | LR0.0003 | loss28.0358 | gradNorm1.0000 | tokenCount3.0 | logitMin-23.2443 | logitMax-9.0951 | memoryGate0.3333 | Training
2025-04-02 05:54:53 | 1600 | LR0.0003 | loss27.9256 | gradNorm1.0000 | tokenCount3.0 | logitMin-22.8002 | logitMax-8.3755 | memoryGate0.3333 | Training
2025-04-02 05:59:44 | 1700 | LR0.0003 | loss32.1273 | gradNorm1.0000 | tokenCount3.0 | logitMin-28.2994 | logitMax-8.8922 | memoryGate0.3333 | Training
2025-04-02 06:04:34 | 1800 | LR0.0003 | loss24.1349 | gradNorm1.0000 | tokenCount3.0 | logitMin-23.4431 | logitMax-7.7722 | memoryGate0.3333 | Training
2025-04-02 06:09:28 | 1900 | LR0.0003 | loss26.2814 | gradNorm1.0000 | tokenCount3.0 | logitMin-25.0654 | logitMax-10.2525 | memoryGate0.3333 | Training
2025-04-02 06:14:21 | 2000 | LR0.0003 | loss24.8611 | gradNorm0.9999 | tokenCount3.0 | logitMin-20.6699 | logitMax-7.3159 | memoryGate0.3333 | Training
2025-04-02 06:19:20 | 2100 | LR0.0003 | loss25.2550 | gradNorm0.9999 | tokenCount3.0 | logitMin-20.4832 | logitMax-5.8103 | memoryGate0.3333 | Training
2025-04-02 06:24:14 | 2200 | LR0.0003 | loss26.9659 | gradNorm1.0000 | tokenCount3.0 | logitMin-19.2803 | logitMax-3.9159 | memoryGate0.3333 | Training
2025-04-02 06:29:07 | 2300 | LR0.0003 | loss26.1085 | gradNorm1.0000 | tokenCount3.0 | logitMin-18.7649 | logitMax-4.5853 | memoryGate0.3333 | Training
2025-04-02 06:33:58 | 2400 | LR0.0003 | loss24.5023 | gradNorm1.0000 | tokenCount3.0 | logitMin-21.0527 | logitMax-7.2450 | memoryGate0.3333 | Training
2025-04-02 06:38:51 | 2500 | LR0.0003 | loss28.5959 | gradNorm0.9999 | tokenCount3.0 | logitMin-24.5955 | logitMax-8.8068 | memoryGate0.3333 | Training
2025-04-02 06:43:42 | 2600 | LR0.0003 | loss30.5000 | gradNorm0.9999 | tokenCount3.0 | logitMin-19.9259 | logitMax-0.6457 | memoryGate0.3333 | Training
2025-04-02 06:48:35 | 2700 | LR0.0003 | loss27.7630 | gradNorm0.9999 | tokenCount3.0 | logitMin-18.1472 | logitMax-2.1517 | memoryGate0.3333 | Training
2025-04-02 06:53:32 | 2800 | LR0.0003 | loss30.8653 | gradNorm1.0000 | tokenCount3.0 | logitMin-17.2203 | logitMax3.4812 | memoryGate0.3333 | Training
2025-04-02 06:58:24 | 2900 | LR0.0003 | loss28.4056 | gradNorm1.0000 | tokenCount3.0 | logitMin-19.2494 | logitMax0.0298 | memoryGate0.3333 | Training
2025-04-02 07:03:17 | 3000 | LR0.0003 | loss25.1860 | gradNorm0.9999 | tokenCount3.0 | logitMin-19.9504 | logitMax-4.9941 | memoryGate0.3333 | Training
2025-04-02 07:08:09 | 3100 | LR0.0003 | loss33.0946 | gradNorm1.0000 | tokenCount3.0 | logitMin-24.7353 | logitMax-4.4880 | memoryGate0.3333 | Training
2025-04-02 07:13:02 | 3200 | LR0.0003 | loss26.9275 | gradNorm1.0000 | tokenCount3.0 | logitMin-27.3397 | logitMax-9.1241 | memoryGate0.3333 | Training
2025-04-02 07:17:59 | 3300 | LR0.0003 | loss49.2677 | gradNorm0.9999 | tokenCount3.0 | logitMin-21.2850 | logitMax4.0981 | memoryGate0.3333 | Training
2025-04-02 07:22:55 | 3400 | LR0.0003 | loss52.9276 | gradNorm1.0000 | tokenCount3.0 | logitMin-24.9580 | logitMax4.2953 | memoryGate0.3333 | Training
2025-04-02 07:27:47 | 3500 | LR0.0003 | loss40.0136 | gradNorm1.0000 | tokenCount3.0 | logitMin-19.0284 | logitMax0.8158 | memoryGate0.3333 | Training
2025-04-02 07:32:38 | 3600 | LR0.0003 | loss41.2186 | gradNorm0.9999 | tokenCount3.0 | logitMin-20.2861 | logitMax-0.3321 | memoryGate0.3333 | Training
2025-04-02 07:37:30 | 3700 | LR0.0003 | loss37.6515 | gradNorm1.0000 | tokenCount3.0 | logitMin-21.7418 | logitMax-2.4607 | memoryGate0.3333 | Training
2025-04-02 07:42:20 | 3800 | LR0.0003 | loss32.0663 | gradNorm1.0000 | tokenCount3.0 | logitMin-15.8720 | logitMax2.2557 | memoryGate0.3333 | Training
2025-04-02 07:47:10 | 3900 | LR0.0003 | loss31.0856 | gradNorm1.0000 | tokenCount3.0 | logitMin-16.4971 | logitMax4.3161 | memoryGate0.3333 | Training
2025-04-02 07:52:02 | 4000 | LR0.0003 | loss28.8359 | gradNorm1.0000 | tokenCount3.0 | logitMin-14.2454 | logitMax6.2164 | memoryGate0.3333 | Training
2025-04-02 07:56:56 | 4100 | LR0.0003 | loss18.7677 | gradNorm1.0000 | tokenCount3.0 | logitMin-12.2116 | logitMax10.6381 | memoryGate0.3333 | Training
2025-04-02 08:01:48 | 4200 | LR0.0003 | loss34.5527 | gradNorm0.9999 | tokenCount3.0 | logitMin-19.1912 | logitMax3.6711 | memoryGate0.3333 | Training
2025-04-02 08:06:39 | 4300 | LR0.0003 | loss30.2725 | gradNorm0.9999 | tokenCount3.0 | logitMin-22.5454 | logitMax-3.1799 | memoryGate0.3333 | Training
2025-04-02 08:11:32 | 4400 | LR0.0003 | loss28.4477 | gradNorm0.9999 | tokenCount3.0 | logitMin-24.9563 | logitMax-7.4761 | memoryGate0.3333 | Training
2025-04-02 08:16:29 | 4500 | LR0.0003 | loss30.1698 | gradNorm0.9999 | tokenCount3.0 | logitMin-22.5627 | logitMax-4.1820 | memoryGate0.3333 | Training
2025-04-02 08:21:22 | 4600 | LR0.0003 | loss32.8699 | gradNorm1.0000 | tokenCount3.0 | logitMin-18.2071 | logitMax1.4194 | memoryGate0.3333 | Training
2025-04-02 08:26:17 | 4700 | LR0.0003 | loss28.9808 | gradNorm0.9999 | tokenCount3.0 | logitMin-25.7856 | logitMax-11.2774 | memoryGate0.3333 | Training
2025-04-02 08:31:10 | 4800 | LR0.0003 | loss36.1228 | gradNorm1.0000 | tokenCount3.0 | logitMin-23.8461 | logitMax-3.5215 | memoryGate0.3333 | Training
2025-04-02 08:36:02 | 4900 | LR0.0003 | loss26.5568 | gradNorm0.9999 | tokenCount3.0 | logitMin-20.8709 | logitMax-5.7741 | memoryGate0.3333 | Training
2025-04-02 08:40:52 | 5000 | LR0.0003 | loss23.8312 | gradNorm0.9999 | tokenCount3.0 | logitMin-19.4318 | logitMax-5.1191 | memoryGate0.3333 | Training
2025-04-02 08:45:42 | 5100 | LR0.0003 | loss26.2476 | gradNorm1.0000 | tokenCount3.0 | logitMin-23.4676 | logitMax-6.3193 | memoryGate0.3333 | Training
2025-04-02 08:50:34 | 5200 | LR0.0003 | loss26.1892 | gradNorm0.9999 | tokenCount3.0 | logitMin-22.2842 | logitMax-8.6182 | memoryGate0.3334 | Training
2025-04-02 08:55:53 | 5300 | LR0.0003 | loss27.8197 | gradNorm1.0000 | tokenCount3.0 | logitMin-22.2379 | logitMax-6.2958 | memoryGate0.3333 | Training
2025-04-02 09:00:42 | 5400 | LR0.0003 | loss31.1808 | gradNorm1.0000 | tokenCount3.0 | logitMin-20.9656 | logitMax-1.9329 | memoryGate0.3333 | Training
2025-04-02 09:05:32 | 5500 | LR0.0003 | loss33.4572 | gradNorm0.9999 | tokenCount3.0 | logitMin-26.9066 | logitMax-5.5311 | memoryGate0.3333 | Training
2025-04-02 09:10:23 | 5600 | LR0.0003 | loss28.5768 | gradNorm1.0000 | tokenCount3.0 | logitMin-24.5477 | logitMax-4.5222 | memoryGate0.3333 | Training
2025-04-02 09:15:16 | 5700 | LR0.0003 | loss20.2162 | gradNorm0.9999 | tokenCount3.0 | logitMin-29.4665 | logitMax-6.2941 | memoryGate0.3333 | Training
2025-04-02 09:20:11 | 5800 | LR0.0003 | loss38.2777 | gradNorm0.9999 | tokenCount3.0 | logitMin-34.6836 | logitMax-6.0883 | memoryGate0.3333 | Training
2025-04-02 09:25:07 | 5900 | LR0.0003 | loss54.9682 | gradNorm1.0000 | tokenCount3.0 | logitMin-36.0156 | logitMax-0.9154 | memoryGate0.3333 | Training
2025-04-02 09:30:01 | 6000 | LR0.0003 | loss39.4177 | gradNorm0.9999 | tokenCount3.0 | logitMin-34.4828 | logitMax-9.5998 | memoryGate0.3333 | Training
2025-04-02 09:34:54 | 6100 | LR0.0003 | loss24.9767 | gradNorm1.0000 | tokenCount3.0 | logitMin-29.1852 | logitMax-14.9682 | memoryGate0.3333 | Training
2025-04-02 09:39:46 | 6200 | LR0.0003 | loss32.3394 | gradNorm0.9999 | tokenCount3.0 | logitMin-28.4000 | logitMax-9.2669 | memoryGate0.3333 | Training
2025-04-02 09:44:40 | 6300 | LR0.0003 | loss38.2537 | gradNorm1.0000 | tokenCount3.0 | logitMin-32.5262 | logitMax-7.9790 | memoryGate0.3333 | Training
2025-04-02 09:49:31 | 6400 | LR0.0003 | loss48.3011 | gradNorm1.0000 | tokenCount3.0 | logitMin-32.2160 | logitMax-3.3383 | memoryGate0.3333 | Training
2025-04-02 09:54:25 | 6500 | LR0.0003 | loss31.5808 | gradNorm1.0000 | tokenCount3.0 | logitMin-24.9159 | logitMax-6.1544 | memoryGate0.3333 | Training
2025-04-02 09:59:22 | 6600 | LR0.0003 | loss37.3110 | gradNorm1.0000 | tokenCount3.0 | logitMin-28.0953 | logitMax-6.9504 | memoryGate0.3333 | Training
2025-04-02 10:04:14 | 6700 | LR0.0003 | loss30.2128 | gradNorm1.0000 | tokenCount3.0 | logitMin-24.9094 | logitMax-5.6717 | memoryGate0.3333 | Training
2025-04-02 10:09:08 | 6800 | LR0.0003 | loss30.1280 | gradNorm1.0000 | tokenCount3.0 | logitMin-29.7744 | logitMax-9.8569 | memoryGate0.3333 | Training
2025-04-02 10:14:02 | 6900 | LR0.0003 | loss32.1657 | gradNorm1.0000 | tokenCount3.0 | logitMin-32.8173 | logitMax-12.1003 | memoryGate0.3333 | Training
2025-04-02 10:19:00 | 7000 | LR0.0003 | loss27.8345 | gradNorm0.9999 | tokenCount3.0 | logitMin-26.2252 | logitMax-10.7721 | memoryGate0.3333 | Training
2025-04-02 10:23:53 | 7100 | LR0.0003 | loss31.0847 | gradNorm0.9999 | tokenCount3.0 | logitMin-35.2084 | logitMax-13.4749 | memoryGate0.3333 | Training
2025-04-02 10:28:54 | 7200 | LR0.0003 | loss26.6307 | gradNorm0.9999 | tokenCount3.0 | logitMin-28.1768 | logitMax-10.5836 | memoryGate0.3332 | Training
2025-04-02 10:33:48 | 7300 | LR0.0003 | loss31.2557 | gradNorm1.0000 | tokenCount3.0 | logitMin-37.7805 | logitMax-14.1681 | memoryGate0.3333 | Training
2025-04-02 10:38:40 | 7400 | LR0.0003 | loss27.0717 | gradNorm1.0000 | tokenCount3.0 | logitMin-34.6209 | logitMax-13.2031 | memoryGate0.3333 | Training
2025-04-02 10:43:31 | 7500 | LR0.0003 | loss30.3904 | gradNorm0.9999 | tokenCount3.0 | logitMin-30.3739 | logitMax-10.1978 | memoryGate0.3333 | Training
2025-04-02 10:48:24 | 7600 | LR0.0003 | loss41.4674 | gradNorm0.9999 | tokenCount3.0 | logitMin-30.6303 | logitMax-3.8189 | memoryGate0.3333 | Training
2025-04-02 10:53:30 | 7700 | LR0.0003 | loss30.2063 | gradNorm0.9999 | tokenCount3.0 | logitMin-27.0524 | logitMax-9.4946 | memoryGate0.3333 | Training
2025-04-02 10:58:44 | 7800 | LR0.0003 | loss31.9361 | gradNorm1.0000 | tokenCount3.0 | logitMin-29.7563 | logitMax-6.1553 | memoryGate0.3333 | Training
2025-04-02 11:04:54 | 7900 | LR0.0003 | loss28.6506 | gradNorm0.9999 | tokenCount3.0 | logitMin-26.3989 | logitMax-6.0112 | memoryGate0.3333 | Training
2025-04-02 11:10:21 | 8000 | LR0.0003 | loss25.2841 | gradNorm0.9999 | tokenCount3.0 | logitMin-29.9872 | logitMax-12.2330 | memoryGate0.3333 | Training
2025-04-02 11:15:56 | 8100 | LR0.0003 | loss29.6044 | gradNorm1.0000 | tokenCount3.0 | logitMin-27.7855 | logitMax-7.5577 | memoryGate0.3333 | Training
2025-04-02 11:21:32 | 8200 | LR0.0003 | loss28.8768 | gradNorm0.9999 | tokenCount3.0 | logitMin-30.6589 | logitMax-7.3215 | memoryGate0.3333 | Training
2025-04-02 11:27:31 | 8300 | LR0.0003 | loss42.2687 | gradNorm0.9999 | tokenCount3.0 | logitMin-36.1676 | logitMax-9.2567 | memoryGate0.3334 | Training
2025-04-02 11:33:20 | 8400 | LR0.0003 | loss21.4004 | gradNorm0.9999 | tokenCount3.0 | logitMin-27.4128 | logitMax-8.0796 | memoryGate0.3333 | Training
2025-04-02 11:39:07 | 8500 | LR0.0003 | loss26.5102 | gradNorm0.9999 | tokenCount3.0 | logitMin-28.4151 | logitMax-11.4730 | memoryGate0.3332 | Training
2025-04-02 11:44:35 | 8600 | LR0.0003 | loss21.4747 | gradNorm0.9109 | tokenCount3.0 | logitMin-55.8618 | logitMax3.8275 | memoryGate0.3333 | Training
2025-04-02 11:50:13 | 8700 | LR0.0003 | loss31.9349 | gradNorm0.9999 | tokenCount3.0 | logitMin-39.0793 | logitMax1.5850 | memoryGate0.3333 | Training
2025-04-02 11:56:44 | 8800 | LR0.0003 | loss30.2052 | gradNorm1.0000 | tokenCount3.0 | logitMin-31.0824 | logitMax-9.9713 | memoryGate0.3333 | Training
2025-04-02 12:03:58 | 8900 | LR0.0003 | loss28.3305 | gradNorm1.0000 | tokenCount3.0 | logitMin-30.5172 | logitMax-12.1844 | memoryGate0.3333 | Training
2025-04-02 12:09:48 | 9000 | LR0.0003 | loss33.6822 | gradNorm1.0000 | tokenCount3.0 | logitMin-37.0779 | logitMax-14.1064 | memoryGate0.3333 | Training
2025-04-02 12:15:20 | 9100 | LR0.0003 | loss28.4825 | gradNorm0.9999 | tokenCount3.0 | logitMin-27.2189 | logitMax-10.7074 | memoryGate0.3333 | Training
2025-04-02 12:20:50 | 9200 | LR0.0003 | loss27.3044 | gradNorm0.9999 | tokenCount3.0 | logitMin-31.3636 | logitMax-11.2309 | memoryGate0.3333 | Training
2025-04-02 12:26:35 | 9300 | LR0.0003 | loss25.1722 | gradNorm0.9999 | tokenCount3.0 | logitMin-33.3253 | logitMax-14.4612 | memoryGate0.3333 | Training
2025-04-02 12:32:09 | 9400 | LR0.0003 | loss29.9556 | gradNorm0.9999 | tokenCount3.0 | logitMin-36.3245 | logitMax-15.5950 | memoryGate0.3333 | Training
2025-04-02 12:37:42 | 9500 | LR0.0003 | loss32.7386 | gradNorm1.0000 | tokenCount3.0 | logitMin-31.9551 | logitMax-8.6290 | memoryGate0.3333 | Training
2025-04-02 12:43:09 | 9600 | LR0.0003 | loss30.1130 | gradNorm1.0000 | tokenCount3.0 | logitMin-31.0111 | logitMax-7.8808 | memoryGate0.3333 | Training
2025-04-02 12:48:39 | 9700 | LR0.0003 | loss31.6204 | gradNorm0.9999 | tokenCount3.0 | logitMin-28.7942 | logitMax-8.7499 | memoryGate0.3333 | Training
2025-04-02 12:54:09 | 9800 | LR0.0003 | loss28.4266 | gradNorm1.0000 | tokenCount3.0 | logitMin-25.1157 | logitMax-8.0799 | memoryGate0.3333 | Training
2025-04-02 13:00:17 | 9900 | LR0.0003 | loss27.4797 | gradNorm0.9999 | tokenCount3.0 | logitMin-27.8735 | logitMax-10.2587 | memoryGate0.3333 | Training
2025-04-02 13:06:30 | 10000 | LR0.0003 | loss30.7693 | gradNorm0.9999 | tokenCount3.0 | logitMin-31.3133 | logitMax-10.2030 | memoryGate0.3333 | Training
