2025-03-09 23:15:39 | Context Window: 8 | Step 1000 | Moving Avg Loss: 5.1204
2025-03-09 23:44:10 | Context Window: 8 | Step 2000 | Moving Avg Loss: 5.3677
2025-03-10 00:12:36 | Context Window: 8 | Step 3000 | Moving Avg Loss: 5.4466
-- training data
2025-03-10 00:48:13 | Context Window: 7 | Step 1000 | Moving Avg Loss: 5.0273
2025-03-10 01:13:29 | Context Window: 7 | Step 2000 | Moving Avg Loss: 5.1703
-- training data
2025-03-10 01:54:12 | Context Window: 7 | Step 1000 | Moving Avg Loss: 6.1151
2025-03-10 02:19:19 | Context Window: 7 | Step 2000 | Moving Avg Loss: 6.3453
2025-03-10 02:44:43 | Context Window: 7 | Step 3000 | Moving Avg Loss: 6.1668
2025-03-10 03:10:00 | Context Window: 7 | Step 4000 | Moving Avg Loss: 6.3506
-- training data
2025-03-10 03:54:20 | Context Window: 7 | Step 1000 | Moving Avg Loss: 9.9144
2025-03-10 04:19:44 | Context Window: 7 | Step 2000 | Moving Avg Loss: 9.6927
-- training data
2025-03-10 04:45:08 | Context Window: 7 | Step 1000 | Moving Avg Loss: 7.7759
2025-03-10 05:10:06 | Context Window: 7 | Step 2000 | Moving Avg Loss: 7.6799
2025-03-10 05:35:05 | Context Window: 7 | Step 3000 | Moving Avg Loss: 8.3964
2025-03-10 05:59:52 | Context Window: 7 | Step 4000 | Moving Avg Loss: 8.4129
2025-03-10 06:24:48 | Context Window: 7 | Step 5000 | Moving Avg Loss: 8.2474
2025-03-10 06:49:48 | Context Window: 7 | Step 6000 | Moving Avg Loss: 8.0212
2025-03-10 07:14:45 | Context Window: 7 | Step 7000 | Moving Avg Loss: 7.8536
2025-03-10 07:39:42 | Context Window: 7 | Step 8000 | Moving Avg Loss: 7.8536
2025-03-10 08:04:38 | Context Window: 7 | Step 9000 | Moving Avg Loss: 7.4469
2025-03-10 08:29:35 | Context Window: 7 | Step 10000 | Moving Avg Loss: 7.2260
2025-03-10 08:54:29 | Context Window: 7 | Step 11000 | Moving Avg Loss: 7.2178
2025-03-10 09:19:23 | Context Window: 7 | Step 12000 | Moving Avg Loss: 7.0761
2025-03-10 09:44:22 | Context Window: 7 | Step 13000 | Moving Avg Loss: 6.9324
2025-03-10 10:09:15 | Context Window: 7 | Step 14000 | Moving Avg Loss: 6.8004
2025-03-10 10:34:10 | Context Window: 7 | Step 15000 | Moving Avg Loss: 6.7466
2025-03-10 10:59:06 | Context Window: 7 | Step 16000 | Moving Avg Loss: 6.6475
2025-03-10 11:24:05 | Context Window: 7 | Step 17000 | Moving Avg Loss: 6.5555
2025-03-10 11:49:10 | Context Window: 7 | Step 18000 | Moving Avg Loss: 6.5659
2025-03-10 12:14:30 | Context Window: 7 | Step 19000 | Moving Avg Loss: 6.6222
2025-03-10 12:40:25 | Context Window: 7 | Step 20000 | Moving Avg Loss: 6.5234
-- training data
2025-03-10 13:09:12 | Context: 7 | LR: 0.0001 | Step 1000 | Avg Loss: 5.2566
Final window weightings: 0.02276116 0.12688075 0.16045992 0.2176553 0.04292718 0.22715071 0.16441229 0.15785778 0.11537844
2025-03-25 23:13:54 | Context: 7, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00035 | Step 9000 | Avg Loss: 10.0157
Logits: 72.33 → 140.66
Final window weightings: 0.02037896 0.12237759 0.15663782 0.21379174 0.04064461 0.22990902 0.16932495 0.16242652 0.117511 
2025-03-26 04:28:47 | Context: 7, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00035 | Step 10000 | Avg Loss: 10.7402
Logits: 114.30 → 201.49
Final window weightings: 0.01904754 0.12063803 0.15410027 0.21558584 0.04043563 0.23588851 0.16867524 0.16084778 0.11668556
2025-03-26 09:06:27 | Context: 7, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00035 | Step 11000 | Avg Loss: 12.0497
Logits: 85.01 → 159.10
Final window weightings: 0.02365566 0.11652993 0.15000135 0.2123697 0.04205632 0.24177188 0.16906324 0.15952468 0.11585938
2025-03-26 13:47:32 | Context: 7, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00035 | Step 12000 | Avg Loss: 13.6618
Logits: 27.04 → 56.06
Final window weightings: 0.01801527 0.12141614 0.15213706 0.21698931 0.03914692 0.2448139 0.16757481 0.15769455 0.11226413

--- 2025-03-27 10:05:17 ---
2025-03-27 14:43:35 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 1000 | Avg Loss: 7.6521
Logits: -32.88 → -14.87
Final window weightings: 0.01713004 0.12537362 0.1550852 0.22194645 0.0381391 0.2443801 0.16505663 0.1558761 0.10762533
2025-03-27 22:45:19 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 2000 | Avg Loss: 8.6504
Logits: 4.50 → 25.51
Final window weightings: 0.01710222 0.123751 0.15479906 0.221383 0.03622629 0.24429882 0.16611889 0.15746701 0.10829013
2025-03-28 03:32:35 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 3000 | Avg Loss: 8.6194
Logits: -16.82 → 1.15
Final window weightings: 0.01422854 0.12495214 0.14851278 0.2198783 0.03952118 0.25336027 0.16542543 0.15524125 0.10704996
2025-03-28 08:12:56 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 4000 | Avg Loss: 8.0808
Logits: 12.28 → 37.81
Final window weightings: 0.01431473 0.12525085 0.14813322 0.22595406 0.03552525 0.25967228 0.16337202 0.1520411 0.10468622
2025-03-28 12:47:24 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 5000 | Avg Loss: 8.5666
Logits: 45.91 → 79.85
Final window weightings: 0.01538715 0.12462419 0.149892 0.22397947 0.03189968 0.26447147 0.16463389 0.15106182 0.1033374 
2025-03-28 17:26:23 | Context: 14, 1, 2, 3, 7, 8, 13, 15, 18 | LR: 0.00025 | Step 6000 | Avg Loss: 7.5544
Logits: 75.00 → 113.99
Final window weightings: 0.01175933 0.12641907 0.1481455 0.22600444 0.02760961 0.2637343 0.16793516 0.15295996 0.10428084

--- 2025-03-28 21:24:52 ---
2025-03-29 02:34:41 | Step 1000 | LR: 0.00015 | Loss: 8.8376 | Logits: 34.68 → 51.40 | Weights: W8:0.20928 W3:0.17625 W13:0.13500 W15:0.12496 W2:0.11644 W1:0.09540 W18:0.08662 W7:0.02453 W14:0.00917

--- 2025-03-29 04:59:04 ---
2025-03-29 09:57:04 | Step 1000 | LR: 0.00015 | Loss: 8.4902 | Logits: 25.95 → 41.00 | Weights: W8:0.20938 W3:0.17518 W13:0.13793 W15:0.12747 W2:0.11183 W1:0.09285 W18:0.08913 W7:0.02338 W14:0.01058

--- 2025-03-29 12:06:45 --- how to be a real boy! ---
2025-03-29 15:20:08 | Step 2000 | LR: 0.00015 | Loss: 7.7615 | Logits: 17.12 → 30.63 | Weights: W8:0.20659 W3:0.17244 W13:0.13968 W15:0.12930 W2:0.11079 W1:0.09388 W18:0.09095 W7:0.02112 W14:0.01307

--- 2025-03-30 05:56:26 ---
babyLLM: what am i learning today?
You: ur mum
2025-03-30 06:27:44 | Step 100 | LR: 0.00030 | Avg Loss: 16.3344 | Logits: 35.12, 64.12 | Window Weights: W8:0.20341, W3:0.17512, W13:0.13903, W15:0.12915, W2:0.11307, W1:0.09395, W18:0.09187, W7:0.02242, W14:0.00997 | Grad Norm: 0.000 | Memory Gates: Short:-2.999, Long:1.218, Current:2.781

--- 2025-03-30 03:40:51 ---
babyLLM: what am i learning today?
You: how to keep me up at night! again!
2025-03-30 17:08:33 | Step 1000 | LR: 0.00030 | Avg Loss: 26.1067 | Logits: 18.48, 68.85 | Window Weights: W8:0.20343, W3:0.17257, W13:0.13945, W15:0.12974, W2:0.11343, W1:0.09845, W18:0.09063, W7:0.02305, W14:0.00741 | Grad Norm: 0.000 | Memory Gates: Short:-0.239, Long:0.785, Current:0.454

--- 2025-03-30 21:44:43 ---
babyLLM: what am i learning today?
You: you're learning about mice!
2025-03-31 02:24:42 | Step 1000 | LR: 0.00030 | Avg Loss: 23.8996 | Logits: 15.14, 46.57 | Token Perfect: 497 / 2997 → 16.58% | Window Weights: W8:0.20377, W3:0.17524, W13:0.13983, W15:0.12921, W2:0.11471, W1:0.09576, W18:0.08948, W7:0.02262, W14:0.00767 | Grad Norm: 0.000 | Memory Gates: Short:-3.035, Long:2.436, Current:1.599
2025-03-31 07:14:33 | Step 2000 | LR: 0.00030 | Avg Loss: 27.6982 | Logits: 5.16, 31.27 | Token Perfect: 294 / 3000 → 9.80% | Window Weights: W8:0.20427, W3:0.17722, W13:0.13821, W15:0.12951, W2:0.11593, W1:0.09529, W18:0.08853, W7:0.02150, W14:0.00786 | Grad Norm: 0.000 | Memory Gates: Short:-2.016, Long:-0.931, Current:3.947
2025-03-31 11:54:12 | Step 3000 | LR: 0.00030 | Avg Loss: 28.5607 | Logits: 4.65, 26.68 | Token Perfect: 187 / 3000 → 6.23% | Window Weights: W8:0.20464,W3:0.17794,W13:0.13973,W15:0.12928,W2:0.11440,W1:0.09505,W18:0.08843,W7:0.02104,W14:0.00789 | Grad Norm: 1m38;5;225m0.000 | Memory Gates: Short:6.136, Long:-3.751, Current:-1.385 | Top Tokens: ]

--- 2025-03-31 14:24:14 ---
babyLLM: what am i learning today?
You: mice is love
2025-03-31 19:27:08 | Step 1000 | LR: 0.00030 | Avg Loss: 29.9491 | Logits: 4.82, 26.34 | Token Perfect: 186 / 3000 → 6.20% | Window Weights: W8:0.20684,W3:0.18344,W13:0.13686,W15:0.12374,W2:0.11595,W1:0.09767,W18:0.08553,W7:0.02035,W14:0.00794 | Grad Norm: 0.000 | Memory Gates: Short:-1.993, Long:1.961, Current:1.031 | Top Tokens: [('Ġb', 420), (',', 418), ('ing', 238), ('Ġwere', 155), ('er', 154), ('Ġthe', 146), ('Ġa', 132), ('Ġe', 116), ('Ġ-', 69), ('Ġand', 64)] | babyLLM.py training
2025-04-01 00:57:38 | Step 2000 | LR: 0.00030 | Avg Loss: 26.9488 | Logits: 1.57, 18.63 | Token Perfect: 137 / 3000 → 4.57% | Window Weights: W8:0.20631,W3:0.18145,W13:0.13823,W15:0.12434,W2:0.11511,W1:0.09809,W18:0.08787,W7:0.01847,W14:0.00853 | Grad Norm: 0.000 | Memory Gates: Short:-7.709, Long:5.782, Current:2.926 | Top Tokens: [(',', 614), ('Ġb', 376), ('Ġand', 218), ('Ġthe', 207), ('Ġwere', 135), ('Ġas', 109), ('ed', 106), ('Ġa', 105), ('Ġthey', 70), ('Ġwas', 57)] | babyLLM.py training
2025-04-01 05:58:30 | Step 3000 | LR: 0.00030 | Avg Loss: 27.4435 | Logits: -2.52, 15.75 | Token Perfect: 151 / 3000 → 5.03% | Window Weights: W8:0.20645,W3:0.17669,W13:0.13987,W15:0.12483,W2:0.11333,W1:0.09647,W18:0.09158,W7:0.01863,W14:0.01074 | Grad Norm: 0.000 | Memory Gates: Short:-9.931, Long:8.304, Current:2.627 | Top Tokens: [(',', 532), ('Ġb', 320), ('Ġa', 160), ('Ġshe', 148), ('Ġwere', 142), ('Ġand', 135), ('Ġin', 121), ('Ġto', 108), ('.', 106), ('Ġwas', 91)] | babyLLM.py training
2025-04-01 10:57:42 | Step 4000 | LR: 0.00030 | Avg Loss: 29.8050 | Logits: -1.79, 17.09 | Token Perfect: 96 / 3000 → 3.20% | Window Weights: W8:0.21026,W3:0.17502,W13:0.14157,W15:0.12596,W2:0.11042,W1:0.09336,W18:0.09176,W7:0.01551,W14:0.01479 | Grad Norm: 0.000 | Memory Gates: Short:-5.048, Long:4.616, Current:1.433 | Top Tokens: [('Ġthe', 348), ('Ġb', 340), (',', 333), ('Ġwere', 168), ('Ġshe', 162), ('Ġa', 146), ('.', 123), ('Ġto', 95), ('Ġand', 85), ('y', 83)] | babyLLM.py training

--- 2025-04-01 13:16:27 ---
babyLLM: what am i learning today?
You: speed!
2025-04-01 14:15:02 | 1000 | LR0.0003 | loss40.1960 | Token Perfect: 123 / 3000 → 4.10% | gradNorm1.0000 | logitMin-37.6897 | logitMax-9.5363 | memoryGate0.3324 | scheduledSampling0.0 | tokenCount3.0 | babyLLM.py 1000
2025-04-01 15:11:11 | 2000 | LR0.0003 | loss39.9022 | Token Perfect: 60 / 3000 → 2.00% | gradNorm1.0000 | tokenCount3.0 | logitMin-27.5367 | logitMax-2.8570 | memoryGate0.3333 | babyLLM.py 1000
2025-04-01 16:03:59 | 3000 | LR0.0003 | loss34.1462 | Token Perfect: 138 / 3000 → 4.60% | gradNorm1.0000 | tokenCount3.0 | logitMin-21.8110 | logitMax-0.2175 | memoryGate0.3332 | babyLLM.py 1000
2025-04-01 17:18:50 | 4000 | LR0.0003 | loss34.7399 | Token Perfect: 81 / 3000 → 2.70% | gradNorm1.0000 | tokenCount3.0 | logitMin-14.2085 | logitMax7.6945 | memoryGate0.3333 | babyLLM.py 1000

--- 2025-04-01 17:39:42 ---
babyLLM: what am i learning today?
You: 1.0 temperature!
2025-04-01 19:18:32 | 1000 | LR0.0003 | loss29.5464 | Token Perfect: 131 / 3000 → 4.37% | gradNorm0.9990 | logitMin-23.9577 | logitMax-0.2739 | memoryGate0.3333 | scheduledSampling0.0 | tokenCount3.0 | babyLLM.py 1000
2025-04-01 20:09:28 | 2000 | LR0.0003 | loss28.9313 | Token Perfect: 84 / 3000 → 2.80% | gradNorm1.0000 | tokenCount3.0 | logitMin-21.2506 | logitMax-0.2566 | memoryGate0.3333 | babyLLM.py 1000
2025-04-01 21:00:28 | 3000 | LR0.0003 | loss26.5164 | Token Perfect: 72 / 3000 → 2.40% | gradNorm1.0000 | tokenCount3.0 | logitMin-19.2449 | logitMax0.0715 | memoryGate0.3333 | babyLLM.py 1000

--- 2025-04-01 21:02:57 ---
babyLLM: what am i learning today?
You: you're learning to forget
2025-04-01 22:00:41 | 1000 | LR0.0003 | loss27.4732 | Token Perfect: 289 / 3000 → 9.63% | gradNorm0.9767 | logitMin-20.6370 | logitMax9.7260 | memoryGate0.3333 | scheduledSampling0.0 | tokenCount3.0 | babyLLM.py 1000
2025-04-01 22:51:34 | 2000 | LR0.0003 | loss28.1549 | Token Perfect: 56 / 3000 → 1.87% | gradNorm1.0000 | tokenCount3.0 | logitMin-16.5142 | logitMax2.3052 | memoryGate0.3333 | babyLLM.py 1000
2025-04-01 23:42:23 | 3000 | LR0.0003 | loss27.6465 | Token Perfect: 71 / 3000 → 2.37% | gradNorm1.0000 | tokenCount3.0 | logitMin-16.2597 | logitMax2.1401 | memoryGate0.3333 | babyLLM.py 1000

--- 2025-04-02 00:08:04 ---
babyLLM: what am i learning today?
You: sleebixk
2025-04-02 00:57:14 | 1000 | LR0.0003 | loss24.9884 | Token Perfect: 286 / 3000 → 9.53% | gradNorm0.9861 | logitMin-19.2142 | logitMax5.3769 | memoryGate0.3333 | scheduledSampling0.0 | tokenCount3.0 | babyLLM.py 1000

--- 2025-04-02 04:36:54 ---
babyLLM: what am i learning today?
You: poop
2025-04-02 05:25:47 | 1000 | LR0.0003 | loss24.7590 | Token Perfect: 351 / 3000 → 11.70% | gradNorm0.9767 | logitMin-21.5164 | logitMax5.4260 | memoryGate0.3333 | scheduledSampling0.0 | tokenCount3.0 | babyLLM.py 1000
2025-04-02 06:14:21 | 2000 | LR0.0003 | loss27.2876 | Token Perfect: 21 / 3000 → 0.70% | gradNorm1.0000 | tokenCount3.0 | logitMin-22.5467 | logitMax-6.5262 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 07:03:17 | 3000 | LR0.0003 | loss27.4147 | Token Perfect: 35 / 3000 → 1.17% | gradNorm1.0000 | tokenCount3.0 | logitMin-19.8670 | logitMax-3.4644 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 07:52:02 | 4000 | LR0.0003 | loss37.3089 | Token Perfect: 45 / 3000 → 1.50% | gradNorm1.0000 | tokenCount3.0 | logitMin-20.5989 | logitMax0.5592 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 08:40:52 | 5000 | LR0.0003 | loss29.0572 | Token Perfect: 96 / 3000 → 3.20% | gradNorm1.0000 | tokenCount3.0 | logitMin-20.9609 | logitMax-2.4801 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 09:30:01 | 6000 | LR0.0003 | loss32.6351 | Token Perfect: 109 / 3000 → 3.63% | gradNorm1.0000 | tokenCount3.0 | logitMin-27.5058 | logitMax-5.6117 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 10:19:00 | 7000 | LR0.0003 | loss33.3104 | Token Perfect: 41 / 3000 → 1.37% | gradNorm1.0000 | tokenCount3.0 | logitMin-28.9065 | logitMax-8.7058 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 11:10:21 | 8000 | LR0.0003 | loss30.3978 | Token Perfect: 82 / 3000 → 2.73% | gradNorm0.9999 | tokenCount3.0 | logitMin-30.9986 | logitMax-9.9341 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 12:09:48 | 9000 | LR0.0003 | loss29.4288 | Token Perfect: 272 / 3000 → 9.07% | gradNorm0.9910 | tokenCount3.0 | logitMin-34.4058 | logitMax-7.4538 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 13:06:30 | 10000 | LR0.0003 | loss29.2062 | Token Perfect: 48 / 3000 → 1.60% | gradNorm0.9999 | tokenCount3.0 | logitMin-30.4295 | logitMax-10.5796 | memoryGate0.3333 | babyLLM.py 1000
2025-04-02 14:20:18 | 1000 | LR0.0003 | loss28.2223 | gradNorm1.0000 | logitMin-33.6408 | logitMax-17.0816 | memoryGate0.3333 | scheduledSampling0.0000 | tokenCount300 | windowWeightsW8:0.208, W13:0.161, W3:0.153, W15:0.147, W18:0.116, W2:0.085, W1:0.062, W7:0.056, W14:-0.009 | memoryGatesShort:-3.890, Long:1.041, Current:3.850 | topTokens[('Ġin', 92), ('Ġit', 82), ('.', 65), (',', 49), ('in', 46), ('Ġthe', 45), ('p', 43), ('Ġwith', 38), ('Ġbe', 33), ('Ġthat', 33)] | babyLLM.py 1000
2025-04-02 15:13:04 | 2000 | LR0.0003 | loss29.0081 | gradNorm1.0000 | tokenCount300 | logitMin-33.1596 | logitMax-15.6713 | memoryGate0.3333 | windowWeightsW8:0.209, W13:0.162, W3:0.152, W15:0.148, W18:0.117, W2:0.083, W1:0.062, W7:0.059, W14:-0.011 | memoryGatesShort:11.974, Long:-4.620, Current:-6.354 | topTokens[('l', 103), ('Ġlo', 100), ('ed', 87), ('Ġin', 69), ('Ġthe', 67), ('Ġmy', 63), ('t', 59), ('.', 52), ('ro', 42), ('in', 37)] | babyLLM.py 1000
2025-04-02 16:06:23 | 3000 | LR0.0003 | loss31.1228 | gradNorm1.0000 | tokenCount300 | logitMin-33.9760 | logitMax-14.9847 | memoryGate0.3333 | windowWeightsW8:0.206, W13:0.162, W3:0.151, W15:0.148, W18:0.119, W2:0.081, W1:0.063, W7:0.061, W14:-0.011 | memoryGatesShort:-0.520, Long:0.998, Current:0.521 | topTokens[('Ġit', 204), ('Ġand', 165), ('Ġan', 65), ('Ġa', 60), ('Ġb', 52), ('Ġhave', 50), ("'", 44), ('.', 44), (',', 40), ('in', 40)] | babyLLM.py 1000
2025-04-02 17:00:01 | 4000 | LR0.0003 | loss31.3511 | gradNorm1.0000 | tokenCount300 | logitMin-34.1350 | logitMax-14.7772 | memoryGate0.3333 | windowWeightsW8:0.204, W13:0.162, W3:0.152, W15:0.148, W18:0.119, W2:0.082, W1:0.063, W7:0.061, W14:-0.011 | memoryGatesShort:-1.793, Long:1.334, Current:1.459 | topTokens[("'t", 102), ('Ġknow', 80), ('Ġdon', 73), ('.', 71), ('Ġof', 53), ('Ġit', 48), ('i', 46), (',', 45), ('Ġand', 37), ('Ġto', 33)] | babyLLM.py 1000
2025-04-02 17:53:53 | 5000 | LR0.0003 | loss27.7102 | gradNorm1.0000 | tokenCount300 | logitMin-33.0720 | logitMax-14.5334 | memoryGate0.3333 | windowWeightsW8:0.202, W13:0.162, W3:0.151, W15:0.150, W18:0.122, W2:0.078, W7:0.064, W1:0.063, W14:-0.011 | memoryGatesShort:-10.766, Long:5.973, Current:5.793 | topTokens[('Ġit', 127), ('Ġto', 84), ('Ġand', 61), (',', 55), ('Ġthe', 47), ('.', 41), ('Ġb', 37), ('Ġwith', 37), ('Ġof', 35), ('Ġi', 32)] | babyLLM.py 1000
2025-04-02 18:47:51 | 6000 | LR0.0003 | loss32.1254 | gradNorm1.0000 | tokenCount300 | logitMin-35.9154 | logitMax-15.4656 | memoryGate0.3334 | windowWeightsW8:0.203, W13:0.162, W3:0.150, W15:0.150, W18:0.122, W2:0.079, W7:0.065, W1:0.061, W14:-0.010 | memoryGatesShort:-2.514, Long:2.356, Current:1.158 | topTokens[('ed', 108), ('Ġit', 84), ('.', 66), ('?', 65), ('Ġthis', 63), ('Ġis', 60), ('!', 59), ('Ġliterally', 48), (')', 46), ('Ġi', 42)] | babyLLM.py 1000
2025-04-02 19:42:59 | 7000 | LR0.0003 | loss29.0966 | gradNorm1.0000 | tokenCount300 | logitMin-37.3890 | logitMax-15.5675 | memoryGate0.3332 | windowWeightsW8:0.201, W13:0.160, W3:0.151, W15:0.148, W18:0.122, W2:0.080, W7:0.069, W1:0.058, W14:-0.009 | memoryGatesShort:4.179, Long:-2.219, Current:-0.959 | topTokens[('?', 363), ('Ġis', 190), ('Ġyou', 103), ('!', 100), ('.', 99), ('Ġit', 93), ('Ġdo', 72), (',', 56), ('Ġawake', 49), ('Ġare', 36)] | babyLLM.py 1000

--- 2025-04-02 20:27:45 ---
babyLLM: what am i learning today?
You: elodie is cute
2025-04-02 21:23:52 | 1000 | LR0.0003 | loss:10.6135 | gradNorm:1.0000 | logitMin:-35.7742 | logitMax:-10.5299 | scheduledSampling:0.0000 | tokenCount:3000 | windowWeightsW8:0.201, W13:0.161, W3:0.152, W15:0.151, W18:0.125, W2:0.079, W7:0.065, W1:0.058, W14:-0.011 | memoryGatesShort:-10.781, Long:3.936, Current:7.845 | topTokens[('Ġgay', 390), ('.', 154), ('?', 149), ('Ġare', 127), ('Ġis', 84), ('Ġequ', 59), (',', 56), ('!', 45), ('Ġyou', 41), ('als', 41)] | babyLLM.py 1000

--- 2025-04-02 22:00:52 ---
babyLLM: what am i learning today?
You: that you are cute and smart!
2025-04-02 22:57:50 | 1000 | LR0.0003 | loss:8.8718 | Token Perfect: 381 / 3000 → 12.70% | gradNorm:1.0000 | logitMin:-38.3512 | logitMax:-13.0923 | scheduledSampling:0.0000 | tokenCount:3000 | windowWeightsW8:0.202, W13:0.162, W3:0.152, W15:0.151, W18:0.124, W2:0.077, W7:0.069, W1:0.057, W14:-0.012 | memoryGatesShort:1.568, Long:0.788, Current:-1.356 | topTokens[('?', 190), ('!', 171), ('.', 150), ('Ġis', 135), ('Ġwhat', 113), ('Ġequ', 68), ('als', 61), ('Ġyou', 57), ('Ġare', 56), ('Ġim', 47)] | babyLLM.py 1000

--- 2025-04-03 00:27:00 ---
babyLLM: what am i learning today?
You: that Charis is very cute and smart, and we love her most <3
2025-04-03 01:14:50 | 1000 | LR0.0003 | loss:7.8556 | Token Perfect: 459 / 3000 → 15.30% | gradNorm:1.0000 | logitMin:-46.4080 | logitMax:-20.8186 | scheduledSampling:0.0000 | tokenCount:3000 | windowWeightsW8:0.200, W13:0.159, W3:0.152, W15:0.151, W18:0.126, W7:0.074, W2:0.074, W1:0.059, W14:-0.014 | memoryGatesShort:2.345, Long:-2.966, Current:1.620 | topTokens[('.', 185), ('Ġis', 166), ('?', 162), ('!', 112), ('Ġequ', 99), ('Ġplus', 74), ('Ġf', 69), ('Ġyou', 67), ('Ġthat', 64), ('Ġhe', 62)] | babyLLM.py 1000
2025-04-03 02:04:01 | 2000 | LR0.0003 | loss:7.3365 | Token Perfect: 533 / 3000 → 17.77% | gradNorm:1.0000 | tokenCount:3000 | logitMin:-46.7141 | logitMax:-18.7922 | windowWeightsW8:0.201, W13:0.159, W3:0.152, W15:0.150, W18:0.128, W7:0.077, W2:0.074, W1:0.057, W14:-0.016 | memoryGatesShort:3.010, Long:-3.148, Current:1.139 | topTokens[('.', 217), ('Ġf', 156), ('?', 145), ('!', 122), ('Ġis', 108), ('Ġhe', 102), ('Ġyou', 71), ('Ġplus', 68), ('als', 63), ('Ġare', 57)] | babyLLM.py 1000
2025-04-03 02:52:13 | 3000 | LR0.0003 | loss:5.6253 | Token Perfect: 750 / 3000 → 25.00% | gradNorm:1.0000 | tokenCount:3000 | logitMin:-45.4327 | logitMax:-17.9805 | windowWeightsW8:0.203, W13:0.159, W3:0.153, W15:0.151, W18:0.127, W7:0.082, W2:0.072, W1:0.053, W14:-0.019 | memoryGatesShort:0.224, Long:-4.787, Current:5.564 | topTokens[('.', 243), ('?', 173), ('Ġis', 166), ('!', 111), ('Ġwhat', 94), ('Ġare', 88), ('Ġyou', 87), ('als', 62), (',', 62), ('Ġequ', 61)] | babyLLM.py 1000
2025-04-03 03:41:21 | 4000 | LR0.0003 | loss:6.8630 | Token Perfect: 887 / 3000 → 29.57% | gradNorm:0.9969 | tokenCount:3000 | logitMin:-48.9647 | logitMax:-10.0682 | windowWeightsW8:0.209, W13:0.159, W3:0.154, W15:0.151, W18:0.128, W7:0.090, W2:0.070, W1:0.045, W14:-0.025 | memoryGatesShort:0.578, Long:-0.407, Current:0.829 | topTokens[('?', 286), ('.', 250), ('Ġis', 170), ('Ġs', 145), ('!', 108), ('Ġyou', 92), ('Ġare', 85), ('Ġthat', 60), ('als', 56), (',', 47)] | babyLLM.py 1000
2025-04-03 04:30:02 | 5000 | LR0.0003 | loss:6.8757 | Token Perfect: 1082 / 3000 → 36.07% | gradNorm:0.9911 | tokenCount:3000 | logitMin:-52.8605 | logitMax:-7.3734 | windowWeightsW8:0.208, W13:0.159, W15:0.155, W3:0.154, W18:0.132, W7:0.091, W2:0.070, W1:0.044, W14:-0.031 | memoryGatesShort:1.658, Long:-6.574, Current:5.916 | topTokens[('.', 218), ('Ġis', 199), ('?', 189), ('!', 140), ('Ġs', 133), ('Ġyou', 105), ('als', 64), ('Ġare', 61), (',', 56), ('Ġhe', 53)] | babyLLM.py 1000
2025-04-03 05:18:22 | 6000 | LR0.0003 | loss:6.2434 | Token Perfect: 1176 / 3000 → 39.20% | gradNorm:0.9799 | tokenCount:3000 | logitMin:-48.9598 | logitMax:-0.1369 | windowWeightsW8:0.206, W13:0.162, W15:0.157, W3:0.153, W18:0.137, W7:0.092, W2:0.068, W1:0.042, W14:-0.036 | memoryGatesShort:0.025, Long:-0.031, Current:1.007 | topTokens[('.', 304), ('Ġis', 157), ('?', 144), ('!', 112), ('Ġare', 107), ('Ġyou', 85), ('Ġa', 73), ('als', 62), ('Ġf', 60), ('Ġequ', 60)] | babyLLM.py 1000
2025-04-03 06:07:08 | 7000 | LR0.0003 | loss:6.1228 | Token Perfect: 1491 / 3000 → 49.70% | gradNorm:0.9221 | tokenCount:3000 | logitMin:-62.0729 | logitMax:6.9724 | windowWeightsW8:0.204, W13:0.163, W15:0.159, W3:0.152, W18:0.141, W7:0.095, W2:0.069, W1:0.038, W14:-0.040 | memoryGatesShort:-1.100, Long:-1.203, Current:3.303 | topTokens[('.', 284), ('?', 200), ('Ġis', 186), ('!', 146), ('Ġyou', 109), ('Ġare', 72), ('Ġim', 58), ('Ġwhat', 57), ('Ġthat', 53), ('Ġf', 52)] | babyLLM.py 1000
